id	user	date	date_kind	lon	lat	accuracy	url	title	user_id	had_coord_entry
123908005	GeographBot	2014-03-17	taken	-1.101513	53.190850		https://commons.wikimedia.org/?curid=123908005	File:Field towards Clipstone Old Quarter (wood) - geograph.org.uk - 3892738.jpg	910182	yes
117484967	GeographBot	2013-05-07	taken	-1.096885	53.190272		https://commons.wikimedia.org/?curid=117484967	File:Cycle route 6 at Clipstone Old Quarter - geograph.org.uk - 3452001.jpg	910182	yes
141668522	GeographBot	2018-07-22T11:57:55	taken	-1.098226	53.190552		https://commons.wikimedia.org/?curid=141668522	File:The Robin Hood Way at Clipstone Old Quarter - geograph.org.uk - 5857533.jpg	910182	yes
117891449	GeographBot	2013-05-19T13:08:32	taken	-1.093977	53.193308		https://commons.wikimedia.org/?curid=117891449	File:Track through Clipstone Old Quarter (Sherwood Forest Country Park) - geograph.org.uk - 3515269.jpg	910182	yes
119531074	Famartin	2022-06-20T15:43:36	taken	-74.769456	40.237886		https://commons.wikimedia.org/?curid=119531074	File:2022-06-20 15 43 36 Street sign at the intersection of Mercer County Route 627 (Prospect Street) and Brookside Avenue in Ewing Township, Mercer County, New Jersey.jpg	822939	yes
85846951	Joe Fade2	2020-01-03T17:00:40	taken	-74.004007	40.654695		https://commons.wikimedia.org/?curid=85846951	File:R46 N train at 36 Street.jpg	8677002	yes
18568126	Jim.henderson	2012-02-09T17:06:25	taken	-73.986984	40.751026		https://commons.wikimedia.org/?curid=18568126	File:980 Sixth Av 36 Street dusk jeh.jpg	283452	yes
85846698	Joe Fade2	2020-01-03T16:59:22	taken	-74.003815	40.655107		https://commons.wikimedia.org/?curid=85846698	File:R46 R train at 36 Streer.jpg	8677002	yes
176815367	Ginnymak	2025-10-16T09:57:30	taken	-75.193703	39.959444		https://commons.wikimedia.org/?curid=176815367	File:Powelton N 36 St Houses.jpg	1740920	yes
176815369	Ginnymak	2025-10-16T10:00:15	taken	-75.193953	39.960594		https://commons.wikimedia.org/?curid=176815369	File:Powelton N 36 St Apartment.jpg	1740920	yes
127279483	Argo Navis	2023-01-01T13:58:19	taken	16.251366	43.517041		https://commons.wikimedia.org/?curid=127279483	File:Romanic house in Trogir 20230101.jpg	34694	yes
133219139	Юрий Д.К.	2014-12-16T17:12:37	taken	7.010720	43.551338		https://commons.wikimedia.org/?curid=133219139	File:Le Suquet (Old Town) (50518079188).jpg	10032528	yes
133614196	Arabsalam	2023-05-22T08:57:36	taken	-79.004586	-2.901703		https://commons.wikimedia.org/?curid=133614196	File:Old Town Cuenca Ecuador 1517.jpg	1468433	yes
17504910	Athantor	2011-07-17T17:40:58	taken	23.128506	53.109838		https://commons.wikimedia.org/?curid=17504910	File:Podlaskie - Białystok - Białystok - Puławskiego 36 - Cerkiew - v-E.JPG	338603	yes
17504909	Athantor	2011-07-17T17:40:33	taken	23.128505	53.109837		https://commons.wikimedia.org/?curid=17504909	File:Podlaskie - Białystok - Białystok - Puławskiego 36 - Cerkiew - Dzwonnica - v-E.JPG	338603	yes
17504908	Athantor	2011-07-17T17:40:17	taken	23.128506	53.109837		https://commons.wikimedia.org/?curid=17504908	File:Podlaskie - Białystok - Białystok - Puławskiego 36 - Cerkiew - Kopuła - v-E.JPG	338603	yes
110677604	Hongtrakemsua7	2019-09-08T07:35:33	taken	106.671667	10.814722		https://commons.wikimedia.org/?curid=110677604	File:Thịt heo quay cúng.jpg	10668107	yes
